ID,NOME_INTEGRADOR,NOME_FANTASIA,RAZAO_SOCIAL,CNPJ,TELEFONE,CIDADE,ESTADO,nome_rca
7142,GIOVANNA MENDONCA DE FARIAS GIOVANNA MENDONÇA DE FARIAS,SL SOLAR ENERGIA RENOVÁVEL,GIOVANNA MENDONCA DE FARIAS,26.216.301/0001-40,(82) 99838-6603,Maceió,Alagoas,FLÁVIA SOUTO
7183,DANIELE KARINE SANTOS DE MELO DANIELE KARINE,CARLOSTEC,DANIELE KARINE SANTOS DE MELO 11571737480,33.155.332/0001-02,(82) 99301-3095,Teotônio Vilela,Alagoas,FLÁVIA SOUTO
7256,ECOSOLAR ENERGIA E SOLUCOES LTDA Thaisy,ECOSOLAR,ECOSOLAR ENERGIA E SOLUCOES LTDA,28.206.503/0001-37,(82) 99172-4584,Maceió,Alagoas,RENATO BRASIL
7399,TCT ENGENHARIA Tarlis,A. C. DE ALMEIDA LIMA TENORIO,TCT ENGENHARIA,23.110.111/0001-56,(82) 98163-833,Maceió,Alagoas,ANCELMO RODRIGUES
7650,CESAR EMANUEL ALVES SILVA EIRELI Cesar Emanuel,ALVA ENGENHARIA,CESAR EMANUEL ALVES SILVA EIRELI,24.172.971/0001-87,(82) 99651-313,Delmiro Gouveia,Alagoas,
7702,CARLOS ALBERTO SILVA,C&C ENGENHARIA,CARLOS ALBERTO,15.824.806/0001-71,(82) 99973-8006,MACEIO,Alagoas,
7732,R I DE BARROS SILVA LTDA RIAN IGOR DE BARROS SILVA,RB COMERCIAL,R I DE BARROS SILVA LTDA,37.171.878/0001-08,(82) 99657-5107,MURICI,Alagoas,
7743,Jane Kelly Ribeiro Moraes Francisco Moura do Nascimento Júnior,JKenergia Solar,Jane Kelly Ribeiro Moraes,22.181.097/0001-19,(82) 99969-5578,Maceió,Alagoas,
7750,ALFA CONSTRUCOES E SERVICOS DE ENGENHARIA EIRELI marcello lessa santos junior,ALFA CONSTRUCOES,ALFA CONSTRUCOES E SERVICOS DE ENGENHARIA EIRELI,41.311.254/0001-08,(84) 99175-5757,Maceió,Alagoas,FLÁVIA SOUTO
7784,Zontech Enegenharia LTDA Felipe Oliveira - Eder Soares,Zontech Engenharia,Zontech Enegenharia LTDA,32.920.178/0001-47,(82) 99812-2876,Maceio,Alagoas,DAVID LINHARES
7890,ANDREA SANTOS LEOPOLDINO ANDREA SANTOS LEOPOLDINO,ARCO SOLAR ENGENHARIA,ANDREA SANTOS LEOPOLDINO,40.077.724/0001-58,(82)9608-2473,Maceió,Alagoas,
7950,ANDERSON JOSE GUSMAO GONCALO LTDA ANDERSON JOSE GUSMAO GONCALO,Solar Alagoas,ANDERSON JOSE GUSMAO GONCALO LTDA,40.892.626/0001-74,(82) 99621-1639,Maceió,Alagoas,Gabriela Torreiro
7998,Evelyn Layanne Ramos de Oliveira Anderson Henrique da Trindade,Renovolt Engenharia,Evelyn Layanne Ramos de Oliveira,26.674.849/0001-34,(82) 99367-8995,Coruripe,Alagoas,DIEGO COLARES
8012,LCS SERVICOS DE ENGENHARIA EIRELI LUCAS SANTOS,LCS ENGENHARIA,LCS SERVICOS DE ENGENHARIA EIRELI,30.702.329/0001-65,(82) 98726-3803,MACEIO,Alagoas,Williene Melo
8014,VALDIRENE MOREIRA DA SILVA 74065033420 VALDIRENE MOREIRA DA SILVA,i9 Energia,VALDIRENE MOREIRA DA SILVA 74065033420,22.759.566/0001-34,(82) 98819-452,Rio Largo,Alagoas,
8034,JF energia solar ltda josineide do Nascimento Moraes Silva,JF energia solar ltda,JF energia solar ltda,41.609.554/0001-78,(82) 99800-7731,Marechal Deodoro,Alagoas,Christian Queiroz
8057,Carlos Johnata Morais da Silva Cristiane Borges Assunção,Energik,Carlos Johnata Morais da Silva,41.475.814/0001-60,(82) 99983-6326,Maceió,Alagoas,FLÁVIA SOUTO
8065,J Franca Barros e Cia Ltda. Jailton França Barros,Jr Distribuidor,J Franca Barros e Cia Ltda.,22.564.361/0001-01,(82) 35300-238,Arapiraca,Alagoas,
8113,Jefferson Dos Santos Feitosa LUIZ ANDRÉ DA SILVA LIMA,MCZ ELETROSERVICE – ME,Jefferson Dos Santos Feitosa,29.396.031/0001-95,(82) 99919-4678,Maceió,Alagoas,
8288,ISAAC DA SILVA FERREIRA EIRELI,INVEXPAY,ISAAC DA SILVA,24.393.178/0001-08,(82) 99629-3614,Maceió,Alagoas,
8429,José Alexandre Cordeiro Santos 10027808459 José Alexandre Cordeiro Santos,Solarah AT eficiência energética,José Alexandre Cordeiro Santos 10027808459,41.687.994/0001-43,(82) 99954-8583,Maceió,Alagoas,FLÁVIA SOUTO
8443,LUCAS NUNES DE OLIVEIRA 10691300445 LUCAS NUNES DE OLIVEIRA,LUMINARA SOLAR,LUCAS NUNES DE OLIVEIRA 10691300445,41.722.404/0001-76,(82) 99669-4477,Arapiraca,Alagoas,JOÃO NETO
8505,luiz filipe de lima gomes santos 09890828499 luiz filipe de lima gomes santos,Filipe Automação,luiz filipe de lima gomes santos 09890828499,39.927.883/0001-15,(82) 99951-2611,Maceió,Alagoas,
8986,LUCAS DA S RIBEIRO LUCAS DA SILVA RIBEIRO,SOLSTECH ENGENHARIA,LUCAS DA S RIBEIRO,41.133.408/0001-19,(82) 99813-0041,MACEIÓ,Alagoas,DIEGO COLARES
9059,JOSE Junior,123 - SOLUÇÕES,JOSE,23.695.139/0001-00,(82) 99823-6017,Pilar,Alagoas,
9122,Flávio Nobre,INNOVATION SOLAR,Flávio,41147875/0001-06,(82) 99947-4733,Maceió,Alagoas,
9309,AC ENERGIA LTDA CLEMENT MARCEL PIERRE ATTARD,AC ENERGIA,AC ENERGIA LTDA,41.698.324/0001-22,(82) 98177-2008,Maceió,Alagoas,Aline Amaral
9317,A J ENGENHARIAS LTDA LTDA,AJ ENGENHARIAS,A J ENGENHARIAS LTDA,40.222.592/0001-00,(82) 99802-2451,Coruripe,Alagoas,
9392,"GLOBALSUN BRASIL ENERGIA , IMPORTAÇÃO E COMÉRCIO LTDA FELIPE TELLES",GLOBALSUN BRASIL,"GLOBALSUN BRASIL ENERGIA , IMPORTAÇÃO E COMÉRCIO LTDA",19.923.737/0003-76,(82) 3338-3057,Maceió,Alagoas,FLÁVIA SOUTO
9402,Shirley correia da silva 07193074490 Fábio Alves da silva,renove engenharia solar,Shirley correia da silva 07193074490,42.254.157/0001-93,(82) 30223-981,Maceió,Alagoas,THIAGO FERREIRA
9409,Energy Instalacoes Eletricas Ltda Gilwyndson,Energy,Energy Instalacoes Eletricas Ltda,05.612.717/0001-08,(11) 98640-3264,Maceió,Alagoas,
9528,ENGEMATOS SERVIÇOS DE ENGENHARIA E TOPOGRAFIA LTDA Jose Ewerton da Silva matos,Informatos,ENGEMATOS SERVIÇOS DE ENGENHARIA E TOPOGRAFIA LTDA,11.301.511/0001-60,(82) 99679-6555,MACEIÓ,Alagoas,
9586,EUGENIO PACHELLI SANTOS DE SOUZA EUGÊNIO PACHELLI,ALAGOAS SOLAR,EUGENIO PACHELLE SANTOS DE SOUZA,41.914.609/0001-53,(82) 99956-8882,Maceió,Alagoas,FLÁVIA SOUTO
9654,Baldrame Engenharia LTDA Clarice Gomes Tenório da Silva,Baldrame Engenharia,Baldrame Engenharia LTDA,27.609.982/0001-70,(82) 98807-1000,Maceió,Alagoas,
9747,Frederico Alexandre Carvalho Silva Frederico Alexandre Carvalho Silva,SEVEN SOLAR,Frederico Alexandre Carvalho Silva,42.565.009/0001-90,(82) 98846-1291,Maceió,Alagoas,
9813,Maria José Vieira da Silva MACEIO ENERGIA SOLAR LTDA,Maceió Energia Solar,Maria José Vieira da Silva,43.242.018/0001-02,(82) 99307-0910,MACEIO,Alagoas,Aline Amaral
9836,Marcos Caetano torres 05133055480 Marcos Caetano torres,M2EDIFICACOES,Marcos Caetano torres 05133055480,40.848.887/0001-97,(82) 98152-8267,Marechal Deodoro,Alagoas,
9843,H DE OLIVEIRA LEITE ASSEGURE HUGO DE OLIVEIRA,HUGO DE OLIVEIRA LEITE OLIVEIRA,H DE OLIVEIRA LEITE ASSEGURE,26.138.423/0001-66,(82) 98885-1500,Maceió,Alagoas,
9893,ANA FLAVIA ATHAYDE PEDROSA RICARDO,CED - CENTRO DE EXCELENCIA DIGITAL - TREINAM. E CURSOS,ANA FLAVIA ATHAYDE PEDROSA,22.761.178/0001-98,(82) 99977-3333,Maceió,Alagoas,
9936,Star Solar Tecnologia Fabio Tenorio Dos Santos,Star Solar Tecnologia,Star Solar Tecnologia,30.701.381/0001-05,(82) 99616-8597,MACEIO,Alagoas,FLÁVIA SOUTO
10022,JURANDI DA SILVA ARRUDA JUNIOR ECCOMOTOR,Solar City,JURANDI DA SILVA ARRUDA JUNIOR,25.526.045/0001-25,(62) 99630-5280,Itaberaí,Alagoas,VICTOR LAURENTINO
10032,E T DE LIMA INSTALAÇÕES E MANUTENÇÕES Ediberto Tavares de Lima,ENGEDI ENGENHARIA E SERVICOS,E T DE LIMA INSTALAÇÕES E MANUTENÇÕES,23.636.209/0001-41,(82) 99104-6463,Maceió,Alagoas,Jana Cardonha
10136,AL SOLAR ENERGIA RENOVAVEL José,AL SOLAR ENERGIA RENOVAVEL LTDA,AL SOLAR ENERGIA RENOVAVEL,41.087.259/0001-07,(82) 99178-1104,Satuba,Alagoas,
10139,SOLTEK ENERGIA SOLAR LTDA Luciano Costa Noronha,SOLTEK ENERGIA SOLAR,SOLTEK ENERGIA SOLAR LTDA,43.611.271/0001-96,(82) 34357-222,Maceió,Alagoas,
10248,HERONES DE OLIVEIRA JUNIOR 04927928101 HERONES DE OLIVEIRA JUNIOR,HERONES DE OLIVEIRA JUNIOR,HERONES DE OLIVEIRA JUNIOR 04927928101,43.681.727/0001-94,(63) 99109-9202,JARAGUA,Alagoas,LUCAS MAIA R
10294,F.H. ENERGIA SOLAR LTDA FERNANDO LIMA DA SILVA,ENERGY BRASIL,F.H. ENERGIA SOLAR LTDA,42.415.974/0001-86,(82) 98807-1904,Rio Largo,Alagoas,FLÁVIA SOUTO
10470,SL SOLAR ENERGIA RENOVAVEL Saulo dos Santos Barbosa,SL SOLAR ENERGIA RENOVAVEL,FERNANDO MENDONCA DA SILVA EIRELI,42.177.502/0001-32,(82) 99921-8598,Maceió,Alagoas,FLÁVIA SOUTO
10519,LIVIA REIS MARINHO 01382245440 LIVIA REIS MARINHO,THZ SOLUCOES ENERGETICAS,LIVIA REIS MARINHO 01382245440,42.466.242/0001-15,(82) 99195-9399,Maceió,Alagoas,FLÁVIA SOUTO
10542,F.H ENERGIA HUGO HOLANDA PIMENTEL FARIAS,MASTER SOLAR,F.H ENERGIA,38.354.009/0001-73,(82) 98807-1904,RIO LARGO,Alagoas,Rayelle Peralta
10564,Cláudio Claudio Fernandes Alves,Claudio Fernandes Alves,Cláudio,03.821.236/0001-87,(64) 98129-8847,Caldas Novas,Alagoas,
10585,I. I. F. DE ARAUJO ITALO DE ARAUJO,MEGA ENGENHARIA - ELETRICA E AUTOMACA,I. I. F. DE ARAUJO,22.012.727/0001-21,(82) 99666-7509,Maceió,Alagoas,MATHEUS FERREIRA
10646,MDS ENERGIA SOLAR Marcionildo Dos Santos,Marcionildo Dos Santos,MDS ENERGIA SOLAR,35.027.631/0001-89,(82) 98188-9404,Pilar,Alagoas,
10778,DD Eletric Nielson Davi de Barros,DD Eletric,DD Eletric,43.939.141/0001-87,(82) 98724-7177,Maceió,Alagoas,ANCELMO RODRIGUES
10828,Alvaniz Alvis Feitosa Júnior Alvaniz Alvis Feitosa Júnior,Jr Serviços,Alvaniz Alvis Feitosa Júnior,28.399.114/0001-75,(82) 99993-4068,Pão de Açúcar,Alagoas,
10846,Renove solar energia LTDA Caio César Ferreira da silva,Renove solar,Renove solar energia LTDA,39.986.156/0001-29,(82) 99616-4658,Maceió,Alagoas,
10869,SOLUTIONS - PLANEJAMENTO E DESENVOLVIMENTO URBANO JAUDENI DA SILVA COUTINHO,SOLUTIONS ENERGIA SOLAR,SOLUTIONS - PLANEJAMENTO E DESENVOLVIMENTO URBANO,24.010.898/0001-47,(82) 99638-6602,Maceió,Alagoas,ADRIANA BRITO
10892,JOSÉ ANDERSON DA SILVA ALVES JOSÉ ANDERSON DA SILVA ALVES,QUARK ENERGIA,JOSÉ ANDERSON DA SILVA ALVES,43.968.814/0001-27,(82) 99183-1476,Maceió,Alagoas,Jana Cardonha
11017,Silas Almeida de barros silas almeida de barros,Eletro servi,Silas Almeida de barros,35.381.507/0001-17,(82) 99607-3359,Arapiraca,Alagoas,
11042,evolucão energia solar e engenharia elétrica eireli wirques leite araujo junior,evolução energia solar,evolucão energia solar e engenharia elétrica eireli,41.262.864/0001-69,(82) 99999-1899,Maceió,Alagoas,IARA RICARTE
11156,AS ENGENHARIA E SERVICOS LTDA Adeirley Silva Santos,AS SOLAR,AS ENGENHARIA E SERVICOS LTDA,37.862.862/0001-33,(82) 99634-7062,Santana do Ipanema,Alagoas,
11169,Geovane Leite de Oliveira Geovane Leite de Oliveira,Sistemax Energia Solar,Geovane Leite de Oliveira,44.074.344/0001-10,(82) 99904-4400,Maceió,Alagoas,Aline Amaral
11237,Luana karoline de lima Ferreira Tássio Luan Camêlo Gonçalves,CAMEL SOLAR,Luana karoline de lima Ferreira,43.226.256/0001-24,(82) 99607-6464,Maceió,Alagoas,Williene Melo
11306,valdemir antonio dos santos junior 04212807432 valdemir antonio,Infinit Energy,valdemir antonio dos santos junior 04212807432,43.572.905/0001-49,(82) 98875-4384,Maceió,Alagoas,
11310,r r b da silva eletrico e hidraulico eletrico e hidraulico,r r eletricidade,r r b da silva eletrico e hidraulico,17.235.242/0001-67,(82) 99954-0960,Palmeira dos Índios,Alagoas,Rayelle Peralta
11363,acs eletric anderson correia dos santos,acs eletric,acs eletric,42.810.107/0001-45,(82) 98116-1846,Maceió,Alagoas,SIDNEI SANTANA
11476,JACLECIA DE AQUINO CAETANO 12131013442 JACLECIA DE AQUINO CAETANO,JP ENERGIA,JACLECIA DE AQUINO CAETANO 12131013442,44.232.651/0001-82,(82) 99944-7760,Maceió,Alagoas,ADRIANA BRITO
11633,FALCAO MANUTENCOES E SERVICO DIONE VIEIRA,FALCAO MANUTENCOES E SERVICOS,FALCAO MANUTENCOES E SERVICO,43.000.441/0001-04,(82) 93098-086,Maceió,Alagoas,
11645,alex diego silva dos santos alex diego silva dos santos,Solarium Energia Sustentavel,alex diego silva dos santos,43.799.328/0001-22,(82) 99950-3340,Arapiraca,Alagoas,
11660,ANTONIO SOARES DOS SANTOS ANTONIO SOARES DOS SANTOS,ANTONIO SOARES DOS SANTOS,ANTONIO SOARES DOS SANTOS,39.926.369/0001-65,(75) 98620-2648,Maceió,Alagoas,
11805,JOAO PAULO OLIVEIRA SILVA & CIA LTDA JOAO PAULO OLIVEIRA SILVA,INSOLAR,JOAO PAULO OLIVEIRA SILVA & CIA LTDA,30.280.525/0001-99,(82) 98122-6646,Porto Real do Colégio,Alagoas,VICTOR LAURENTINO
11843,Elto Cristian Eloi de Farias 10475898427 Elton,Ec construtor,Elto Cristian Eloi de Farias 10475898427,42.640.798/0001-86,(82) 99945-4401,Rio Largo,Alagoas,
11924,GLOBAL RADIOCOMUNICAÇÃO EIRELI JANAINNA SARAIVA DE MELO RIBEIRO,GLOBAL RADIO,GLOBAL RADIOCOMUNICAÇÃO EIRELI,04.709.328/0001-32,(82) 99921-2635,Maceió,Alagoas,
11984,Nucleo Engenharia e Energia Solar Vagner Brum,Nucleo Engenharia e Energia Solar,Nucleo Engenharia e Energia Solar,38.336.148/0001-74,(82) 98822-3039,Maceió,Alagoas,DAVID LINHARES
12031,Pedro Henrique SIlva Marques Ribeiro Pedro Henrique SIlva Marques Ribeiro,Xingó Energia Solar,Pedro Henrique SIlva Marques Ribeiro,40.161.088/0001-48,(82) 98877-6217,Piranhas,Alagoas,
12053,Alex William Vasconcelos de Oliveira Alex William Vasconcelos de Oliveira,"IEV - SOLUCOES EM ELETRICA, CURSOS E TREINAMENTOS",Alex William Vasconcelos de Oliveira,33.083.061/0001-19,(82) 99668-1090,Maceió,Alagoas,
12076,NATHA ALVES ARAUJO 09766028494 Nathã Alves Araujo,TriEnergy,NATHA ALVES ARAUJO 09766028494,44.243.333/0001-17,(82) 99622-6146,Maceió,Alagoas,
12201,NORTAN CONSTRUCAO CIVIL E MEIO AMBIENTE LTDA TALES AUGUSTO COSTA GOMES,NORTAN,NORTAN CONSTRUCAO CIVIL E MEIO AMBIENTE LTDA,35.571.700/0001-10,(82) 99625-7837,Maceió,Alagoas,
12220,SOLução Enegia Solucao energia,Solucao Energia,VINICIUS CEZAR ALVES GOMES 12273601425,44.627.969/0001-62,(82) 99800-1921,Maceió,Alagoas,IARA RICARTE
12233,NEYLA ADENICE MENEZES AGUIAR AMILTON DA SILVA CAVALCANTE,MANA ENSAIOS E ENGENHARIA TREINAMENTOS E SERVIÇOS ELÉTRICOS,NEYLA ADENICE MENEZES AGUIAR,44.643.322/0001-24,(82) 99990-9442,Marechal Deodoro,Alagoas,
12289,SOS ELETROTEC - SERVICOS ELETRICOS LTDA Luiz Becker Alves Litrento,SOS ELETROTEC,SOS ELETROTEC - SERVICOS ELETRICOS LTDA,34.288.231/0001-64,(82) 99999-5251,Maceió,Alagoas,DIRCEU TAIRO
12314,JOAO VICTOR MALTA MONTEIRO DA SILVA joao victor malta monteiro da silva,MB eletricidade,JOAO VICTOR MALTA MONTEIRO DA SILVA,44.439.153/0001-05,(82) 98186-2144,Maceió,Alagoas,
12439,W T da silva eireli Wagner tenorio da silva,Hellus,W T da silva eireli,37.971.226/0001-40,(82) 99117-2868,Maceió,Alagoas,
12454,LUIZ HENRIQUE TENORIO 04128611433 Luiz Henrique Tenório,HENRIQUE ELETRICISTA,LUIZ HENRIQUE TENORIO 04128611433,43.936.621/0001-94,(82) 99614-1475,Batalha,Alagoas,
12642,José Edson dos Santos 06209206450 José Edson dos Santos,Tiê solar,José Edson dos Santos 06209206450,40.232.527/0001-66,(82) 99142-7123,Teotônio Vilela,Alagoas,AUGUSTO FILHO
12649,MCZ CONSTRUÇOES E INCORPORAÇOES LTDA Gabriel,MCZ CONSTRUCOES,MCZ CONSTRUÇOES E INCORPORAÇOES LTDA,23.202.729/0001-46,(82) 99634-3146,Maceió,Alagoas,ADRIANA BRITO
12692,Sandro Omena Santos Filho 10662032454 Sandro Omena Santos Filho,SanSolar,Sandro Omena Santos Filho 10662032454,44.830.153/0001-31,(82) 98804-5635,Maceió,Alagoas,
12703,PEDRO IGHOR DI ALMEIDA CORDEIRO 08251474418 CORDEIRO CONSTRUCOES E ELETRICIDADE,CORDEIRO CONSTRUCOES E ELETRICIDADE,PEDRO IGHOR DI ALMEIDA CORDEIRO 08251474418,35.563.350/0001-40,(82) 99696-2474,Arapiraca,Alagoas,FLÁVIA SOUTO
12704,AISLAN GALDINO DOS SANTOS AISLAN GALDINO DOS SANTOS,AISLAN GALDINO DOS SANTOS,AISLAN GALDINO DOS SANTOS,35.430.876/0001-52,(82) 99913-5698,Arapiraca,Alagoas,
12733,JOSE JOAN BARBOZA NOBRE Gabriel,JOSE JOAN BARBOZA NOBRE,JOSE JOAN BARBOZA NOBRE,22.547.686/0001-78,(82) 99634-2861,Arapiraca,Alagoas,
12763,W COSTA ENGENHARIA LTDA Wil,W COSTA ENGENHARIA,W COSTA ENGENHARIA LTDA,44.138.919/0001-11,(82) 99928-9892,São Miguel dos Campos,Alagoas,JOSIAS FILHO
12777,P H D CONSTRUCOES LTDA EPP HELIO DIAS DA FONSECA JUNIOR,PHD CONSTRUCOES,P H D CONSTRUCOES LTDA EPP,10.871.902/0001-57,(82) 993542333,Maceió,Alagoas,FLÁVIA SOUTO
12780,GABRIEL DI TOMMASO LEAO 00102206406 GABRIEL DI TOMMASO LEAO,ECOLIGHT ENERGIA SOLAR,Gabriel di tommaso leao,44.991.611/0001-14,(82) 99634-3146,Arapiraca,Alagoas,ADRIANA BRITO
12786,Automax Elétrica e Automação Nassif,Automax,Automax Elétrica e Automação,39.887.415/0001-64,(61) 98300-0419,Luziânia,Alagoas,
12874,Instalação de sistemas fotovoltaico e eletricos LUÍS SOUZA DA LUZ,LUBEL SOLAR,Instalação de sistemas fotovoltaico e eletricos,44.792.186/0001-34,(49) 99631-9949,Maceió,Alagoas,
12876,NICOLAS DE LIMA GOMES 09039529477 NICOLAS DE LIMA DE GOMES,NICOLAS DE LIMA GOMES 09039529477,NICOLAS DE LIMA GOMES 09039529477,38.419.690/0001-90,(82) 99946-4560,Maceió,Alagoas,CINTHIA LIMA
12936,Rosangela Cordeiro da Silva 04635941426 Rosangela Cordeiro da Silva,Alves Elétrica,Rosangela Cordeiro da Silva 04635941426,22.535.541/0001-57,(82) 99635-2164,Rio Largo,Alagoas,
12978,ELYT ENGENHARIA ELÉTRICA DSON TENÓRIO DO NASCIMENTO,ELYT SOLAR,ELYT ENGENHARIA ELÉTRICA,10.896.964/0001-13,(82) 98893-5480,Maceió,Alagoas,
12981,NUNES FILHO ENGENHARIA LTDA ANTÔNIO NUNES FILHO DA SILVA,NB ENGENHARIA,NUNES FILHO ENGENHARIA LTDA,13.921.270/0001-87,(82) 99801-4453,Marechal Deodoro,Alagoas,
13227,Genivaldo Silva dos Santos 926015454553 Genivaldo Silva dos Santos,GV energia solar Brasil,Genivaldo Silva dos Santos 926015454553,23.122.332/0001-44,(82) 99141-2238,MARECHAL DEODORO,Alagoas,KAMYLLA SANTOS
13230,SINERIO FERREIRA DE CARVALHO 06147610422 SINÉRIO FERREIRA DE CARVALHO,SC ENGENHARIA,SINERIO FERREIRA DE CARVALHO 06147610422,39.788.155/0001-70,(82) 99689-3233,Maceió,Alagoas,
13277,ALYSSON DOS SANTOS PENHAFIEL Alysson dos Santos Penhafiel,ASPNET SOLUCOES,ALYSSON DOS SANTOS PENHAFIEL,16.535.315/0001-73,(82) 98843-6998,Marechal Deodoro,Alagoas,PAULO HUGO
13330,Nailton José de Oliveira 08042315406 NAILTON OLIVEIRA,TECNO ENG Serviços e Consultorias,Nailton José de Oliveira 08042315406,33.818.597/0001-35,(82) 99144-1306,Maceió,Alagoas,
13413,MAGNUS JOSE DE LIMA SILVA 93933843472 MAGNUS JOSE,DESIGN ENGENHARIA,MAGNUS JOSE DE LIMA SILVA 93933843472,39.256.678/0001-75,(82) 91956-720,MARECHAL DEODORO,Alagoas,Elaine Cristine Barbosa Alves
13458,FERNANDO DA COSTA GONCALVES 06388421407 Fernando da Costa Gonçalves,NETWORK SERVICE,FERNANDO DA COSTA GONCALVES 06388421407,14.952.399/0001-15,(82) 99644-8030,MACEIO,Alagoas,YASMIN CARMO
13496,LAERTE QUEIROZ ALVES 10786884436 LAERTE QUEIROZ ALVES,SOLARMIL,LAERTE QUEIROZ ALVES 10786884436,42.203.989/0001-80,(82) 99619-2256,ARAPIRACA,Alagoas,
13499,MAIS ENERGIA SOLAR MCZ LTDA LUÍS,MCZ MAIS SOLAR,MAIS ENERGIA SOLAR MCZ LTDA,42.451.929/0001-87,(82) 9919-4678,MACEIO,Alagoas,DANILO DIAS
13530,JOSE CARLOS DA SILVA 45797390434 JOSE CARLOS DA SILVA,CLC SOLAR LTDA,JOSE CARLOS DA SILVA 45797390434,43.774.912/0001-23,(82) 98367-717,MACEIO,Alagoas,
13534,MARCOS VASCONCELOS FALCAO 71026924200 FALCÃO,HARDSOL ENERGIA SOLAR,MARCOS VASCONCELOS FALCAO 71026924200,34.681.950/0001-40,(92) 92179-793,MACEIO,Alagoas,
13635,BN INSTALACOES E SERVICOS LTDA Ademario Belo,BN INSTALACOES,BN INSTALACOES E SERVICOS LTDA,41.876.036/0001-10,(82) 30236-659,MACEIO,Alagoas,
13700,ENERGY SOLAR LTDA DJAVAN,ENERGY SOLAR LTDA,ENERGY SOLAR LTDA,39.530.973/0001-78,(82) 99966-0939,Arapiraca,Alagoas,
13701,ALEX DE JESUS FREITAS 02497856508 Alex,J A. CONSTRUCOES ENERGIA SOLAR,ALEX DE JESUS FREITAS 02497856508,43.658.528/0001-65,(82) 99931-9923,Maceió,Alagoas,CLEITON OLIVEIRA
13702,J J DE ARAUJO SILVA Junior,UNIVERSE TELECOMUNICACOES,J J DE ARAUJO SILVA,43.471.811/0001-83,(82) 99649-3206,Maceió,Alagoas,
13703,BRITO DISTRIBUIDORA & ELETRONICA EIRELI Levi,FENIX BRITO DISTRIBUIDORA,BRITO DISTRIBUIDORA & ELETRONICA EIRELI,34.786.424/0001-45,(82) 99989-1627,Arapiraca,Alagoas,
13704,BRITO & BRITO ELETRONICA LTDA Brito,FENIX BRITO DISTRIBUIDORA,BRITO & BRITO ELETRONICA LTDA,16.644.096/0001-60,(82) 99958-8320,Arapiraca,Alagoas,
13887,CINTIA DE LIMA DUARTE Carlos Roberto,I9NOVART ENGENHARIA,CINTIA DE LIMA DUARTE,44.710.500/0001-92,(82) 99952-2870,Maceió,Alagoas,SIDNEI SANTANA
13929,INTEGRA COMERCIO VAREJISTA DE MAQUINAS E EQUIPAMENTOS LTDA MARCIO FERREIRA CARVALHO,TUDO MAQUINAS E EQUIPAMENTOS ( TUDO ENERGY CLIMATIZADORES E ENERGIA SOLAR,INTEGRA COMERCIO VAREJISTA DE MAQUINAS E EQUIPAMENTOS LTDA,44.856.852/0001-50,(82) 98862-6405,Arapiraca,Alagoas,LWENDRYL MAIA
13973,JOSE DE MELO ALVES 42268834468 José de Melo alves,JMelo,JOSE DE MELO ALVES 42268834468,15.149.194/0001-69,(82) 99114-0785,MACEIO,Alagoas,
14143,ALVARO EMANOEL DO NASCIMENTO SOUZA 11644131471 ALVARO EMANOEL DO NASCIMENTO SOUZA,ALVARO EMANOEL DO NASCIMENTO SOUZA 11644131471,ALVARO EMANOEL DO NASCIMENTO SOUZA 11644131471,45.730.952/0001-07,(82) 99198-9790,Maceió,Alagoas,MONALYZA SCARAMELLO
14179,VANESSA ARAUJO VANESSA ARAUJO,SOLTECH ENERGYS,VANESSA,30.638.119/0001-55,(82) 99615-7200,Maceió,Alagoas,RAFAEL FONTENELE
14202,M B DE SALES MELQUIZEDEQUE BISPO DE SALES,ENERGY UP SOLAR,M B DE SALES,41.882.407/0001-77,(82) 99642-7276,Arapiraca,Alagoas,MARCÍLIA LIMA
14231,A. G. DO NASCIMENTO COMERCIO E SERVICOS Ademir Gouveia do Nascimento,AGN CONSERTO MANUTENCAO E VENDAS,A. G. DO NASCIMENTO COMERCIO E SERVICOS,12.878.888/0001-49,(82) 98877-4065,MACEIO,Alagoas,Elaine Cristine Barbosa Alves
14262,BATISTA & NOBRE LTDA flavio ramos,INNOVATION SOLAR,BATISTA & NOBRE LTDA,41.147.875/0001-06,(82) 9663-7292,MACEIO,Alagoas,CARLA REBECA
14275,ALDO CEZAR BITTENCOURT GUIMARAES 07718228479 Renan,REAL ENGENHARIA ELETRICA,ALDO CEZAR BITTENCOURT GUIMARAES 07718228479,31.834.331/0001-50,(83) 99672-2234,MACEIO,Alagoas,
14332,CIMAPRA CIA MERCANTIL AGRO PECUARIA PRATAGY Wellington,CIMAPRA CIA MERCANTIL AGRO PECUARIA PRATAGY,CIMAPRA CIA MERCANTIL AGRO PECUARIA PRATAGY,12.277.489/0001-22,(82) 98125-1870,RIO LARGO,Alagoas,
14381,CARLOS HENRIQUE GOMES 03446230416 Henrique,I9BITZ,CARLOS HENRIQUE GOMES 03446230416,27.766.900/0001-09,(82) 99384-2435,ARAPIRACA,Alagoas,CLEITON OLIVEIRA
14424,WESLEY DA SILVA ACIOLY 10521130441 Wesley,WA ELETRICIDADE,WESLEY DA SILVA ACIOLY 10521130441,40.660.394/0001-29,(82) 99618-8863,MACEIO,Alagoas,SIDNEI SANTANA
